,playerID,yearID,stint,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
104792,gallegi01,2018,1,NYA,AL,4,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
104809,garciyi01,2018,1,LAN,NL,25,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
104811,gardnbr01,2018,1,NYA,AL,140,530,95,125,20,7,12,45.0,16.0,2.0,65,107.0,0.0,5.0,4.0,5.0,6.0
104815,gattiev01,2018,1,HOU,AL,128,407,49,92,17,0,25,78.0,1.0,0.0,33,101.0,2.0,3.0,0.0,8.0,13.0
104825,germado01,2018,1,NYA,AL,21,1,0,0,0,0,0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0
104827,gileske01,2018,1,HOU,AL,34,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
104839,goedder01,2018,2,LAN,NL,26,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
104856,gonzama01,2018,1,HOU,AL,145,489,61,121,25,3,16,68.0,2.0,3.0,53,126.0,3.0,3.0,5.0,2.0,14.0
104870,gourryu01,2018,1,HOU,AL,136,537,70,156,33,1,13,85.0,5.0,1.0,23,63.0,0.0,6.0,0.0,7.0,22.0
104874,grandya01,2018,1,LAN,NL,140,440,65,106,23,2,24,68.0,2.0,1.0,72,124.0,1.0,3.0,0.0,3.0,12.0
104880,grayso01,2018,1,NYA,AL,30,2,1,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
104881,greench03,2018,1,NYA,AL,63,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
104884,gregodi01,2018,1,NYA,AL,134,504,89,135,23,5,27,86.0,10.0,6.0,48,69.0,3.0,7.0,1.0,9.0,8.0
104892,guduare01,2018,1,HOU,AL,3,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
104908,haleda02,2018,1,NYA,AL,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
104910,haleda02,2018,3,NYA,AL,2,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
104911,haleyju01,2018,1,BOS,AL,4,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
104927,happja01,2018,2,NYA,AL,11,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
104931,harriwi02,2018,1,HOU,AL,61,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
104942,hechaad01,2018,3,NYA,AL,18,36,3,7,0,0,2,2.0,1.0,0.0,1,10.0,0.0,0.0,0.0,0.0,0.0
104945,hembrhe01,2018,1,BOS,AL,67,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
104953,hernaen02,2018,1,LAN,NL,145,402,67,103,17,3,21,52.0,3.0,0.0,50,78.0,5.0,1.0,4.0,5.0,3.0
104966,hicksaa01,2018,1,NYA,AL,137,480,90,119,18,3,27,79.0,11.0,2.0,90,111.0,1.0,3.0,2.0,6.0,1.0
104969,higasky01,2018,1,NYA,AL,29,72,6,12,2,0,3,6.0,0.0,0.0,6,16.0,0.0,1.0,0.0,0.0,2.0
104971,hillri01,2018,1,LAN,NL,25,43,2,4,0,0,0,2.0,0.0,0.0,0,15.0,0.0,0.0,2.0,0.0,1.0
104976,holdejo02,2018,1,NYA,AL,60,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
104982,holtbr01,2018,1,BOS,AL,109,321,41,89,18,2,7,46.0,7.0,7.0,37,73.0,2.0,7.0,0.0,2.0,7.0
104988,hoytja01,2018,1,HOU,AL,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
104990,hudsoda01,2018,1,LAN,NL,40,2,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
105009,jamesjo02,2018,1,HOU,AL,6,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
105012,janseke01,2018,1,LAN,NL,69,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
105021,johnsbr02,2018,1,BOS,AL,38,4,1,1,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
105033,judgeaa01,2018,1,NYA,AL,112,413,77,115,22,0,27,67.0,6.0,3.0,76,152.0,3.0,4.0,0.0,5.0,10.0
105037,kahnlto01,2018,1,NYA,AL,24,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
105046,kellyjo05,2018,1,BOS,AL,73,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
105048,kempma01,2018,1,LAN,NL,146,462,62,134,25,0,21,85.0,0.0,0.0,36,115.0,2.0,1.0,0.0,7.0,14.0
105049,kempto01,2018,1,HOU,AL,97,255,37,67,15,0,6,30.0,9.0,3.0,32,44.0,1.0,3.0,3.0,1.0,7.0
105054,kershcl01,2018,1,LAN,NL,27,46,1,11,2,0,0,7.0,0.0,0.0,7,11.0,0.0,0.0,4.0,0.0,0.0
105055,keuchda01,2018,1,HOU,AL,34,2,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
105059,kimbrcr01,2018,1,BOS,AL,63,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
105066,kinslia01,2018,2,BOS,AL,37,132,17,32,6,0,1,16.0,7.0,3.0,10,24.0,0.0,0.0,0.0,1.0,5.0
105079,kontoge01,2018,3,NYA,AL,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
105106,leonsa01,2018,1,BOS,AL,89,265,30,47,12,0,5,22.0,1.0,0.0,15,75.0,0.0,4.0,3.0,1.0,6.0
105109,liberad01,2018,1,LAN,NL,17,1,1,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
105111,lintz01,2018,1,BOS,AL,37,65,15,16,6,1,1,6.0,0.0,1.0,8,17.0,0.0,0.0,0.0,0.0,0.0
105116,loaisjo01,2018,1,NYA,AL,9,2,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
105118,locasti01,2018,1,LAN,NL,18,11,6,2,1,0,0,0.0,4.0,0.0,2,5.0,0.0,1.0,0.0,0.0,0.0
105142,lynnla01,2018,2,NYA,AL,11,2,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
105146,machama01,2018,2,LAN,NL,66,267,36,73,14,2,13,42.0,6.0,1.0,25,53.0,6.0,2.0,0.0,2.0,12.0
105148,madsory01,2018,2,LAN,NL,9,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
105149,maedake01,2018,1,LAN,NL,41,32,0,3,0,0,0,0.0,0.0,0.0,0,9.0,0.0,0.0,8.0,0.0,1.0
105156,maldoma01,2018,2,HOU,AL,41,108,15,25,4,1,4,12.0,0.0,0.0,3,25.0,0.0,1.0,1.0,1.0,5.0
105163,marisja01,2018,1,HOU,AL,103,213,34,45,8,1,10,28.0,6.0,2.0,15,84.0,1.0,4.0,1.0,1.0,6.0
105174,martijd02,2018,1,BOS,AL,150,569,111,188,37,2,43,130.0,6.0,1.0,69,146.0,11.0,4.0,0.0,7.0,19.0
105196,mccanbr01,2018,1,HOU,AL,63,189,22,40,3,0,7,23.0,0.0,1.0,19,40.0,0.0,6.0,0.0,2.0,7.0
105201,mcculla02,2018,1,HOU,AL,25,2,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
105203,mccutan01,2018,2,NYA,AL,25,87,18,22,2,1,5,10.0,1.0,3.0,22,22.0,0.0,4.0,0.0,1.0,1.0
105211,mchugco01,2018,1,HOU,AL,58,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
105212,mckinbi01,2018,1,NYA,AL,2,4,0,1,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
105256,montgjo01,2018,1,NYA,AL,6,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
105263,morelmi01,2018,1,BOS,AL,124,404,57,99,23,4,15,68.0,2.0,0.0,50,102.0,2.0,0.0,0.0,5.0,12.0
105271,mortoch02,2018,1,HOU,AL,30,6,0,1,0,0,0,0.0,0.0,0.0,0,5.0,0.0,0.0,0.0,0.0,0.0
105279,muncyma01,2018,1,LAN,NL,137,395,75,104,17,2,35,79.0,3.0,0.0,79,131.0,6.0,5.0,0.0,2.0,4.0
105291,nealza01,2018,1,LAN,NL,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
105311,nunezed02,2018,1,BOS,AL,127,480,56,127,23,3,10,44.0,7.0,2.0,16,69.0,0.0,2.0,1.0,3.0,17.0
105338,osunaro01,2018,2,HOU,AL,23,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
105349,pareded02,2018,1,LAN,NL,15,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
105356,peacobr01,2018,1,HOU,AL,61,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
105358,pearcst01,2018,2,BOS,AL,50,136,19,38,8,1,7,26.0,0.0,0.0,22,27.0,0.0,5.0,0.0,2.0,1.0
105359,pederjo01,2018,1,LAN,NL,148,395,65,98,27,3,25,56.0,1.0,5.0,40,85.0,3.0,4.0,1.0,3.0,6.0
105360,pedrodu01,2018,1,BOS,AL,3,11,1,1,0,0,0,0.0,0.0,0.0,2,1.0,0.0,0.0,0.0,0.0,0.0
105374,perezci01,2018,1,HOU,AL,8,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
105383,peterja01,2018,1,NYA,AL,3,10,0,3,0,0,0,0.0,0.0,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0
105392,phillbr01,2018,1,BOS,AL,9,23,4,3,0,0,1,2.0,0.0,0.0,4,7.0,0.0,0.0,0.0,0.0,1.0
105409,pomerdr01,2018,1,BOS,AL,26,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
105412,porceri01,2018,1,BOS,AL,33,7,1,3,2,0,0,3.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0
105416,poynebo01,2018,1,BOS,AL,20,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
105419,pressry01,2018,2,HOU,AL,26,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
105420,priceda01,2018,1,BOS,AL,30,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
105423,puigya01,2018,1,LAN,NL,125,405,60,108,21,1,23,63.0,15.0,5.0,36,87.0,2.0,1.0,0.0,2.0,15.0
105432,ramirha01,2018,1,BOS,AL,44,177,25,45,7,0,6,29.0,4.0,1.0,14,35.0,0.0,2.0,0.0,2.0,9.0
105447,reddijo01,2018,1,HOU,AL,134,433,63,105,13,2,17,47.0,7.0,2.0,49,77.0,3.0,0.0,1.0,2.0,9.0
105449,reedaj01,2018,1,HOU,AL,1,3,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
105456,rendato01,2018,1,BOS,AL,1,0,1,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
105480,roberda08,2018,1,NYA,AL,69,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
105483,robinsh01,2018,1,NYA,AL,25,49,8,7,1,0,1,2.0,1.0,0.0,4,6.0,0.0,0.0,1.0,0.0,2.0
105491,rodried05,2018,1,BOS,AL,27,2,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
105507,rominau01,2018,1,NYA,AL,77,242,30,59,12,0,10,42.0,1.0,0.0,17,67.0,0.0,2.0,1.0,3.0,10.0
105510,rondohe01,2018,1,HOU,AL,63,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
105516,rosscza01,2018,1,LAN,NL,17,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
105528,ryuhy01,2018,1,LAN,NL,16,26,4,7,1,0,0,2.0,0.0,0.0,2,13.0,0.0,0.0,2.0,0.0,0.0
105531,sabatcc01,2018,1,NYA,AL,29,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
105537,salech01,2018,1,BOS,AL,27,2,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
105545,sanchga02,2018,1,NYA,AL,89,323,51,60,17,0,18,53.0,1.0,0.0,46,94.0,0.0,3.0,0.0,2.0,10.0
105551,santade01,2018,1,LAN,NL,2,2,0,1,1,0,0,2.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
105567,scottro02,2018,1,BOS,AL,9,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
105570,seageco01,2018,1,LAN,NL,26,101,13,27,5,1,2,13.0,0.0,0.0,11,17.0,1.0,2.0,0.0,1.0,2.0
105575,severlu01,2018,1,NYA,AL,32,5,0,0,0,0,0,0.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0
105583,sheffju01,2018,1,NYA,AL,3,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
105589,shrevch01,2018,1,NYA,AL,40,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
105597,sippto01,2018,1,HOU,AL,54,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
105605,smithca02,2018,1,BOS,AL,18,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
105610,smithjo05,2018,1,HOU,AL,56,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
105638,springe01,2018,1,HOU,AL,140,544,102,144,26,0,22,71.0,6.0,4.0,64,122.0,0.0,5.0,0.0,3.0,12.0
105643,stantmi03,2018,1,NYA,AL,158,617,102,164,34,1,38,100.0,5.0,0.0,70,211.0,5.0,8.0,0.0,10.0,17.0
105644,stassma01,2018,1,HOU,AL,88,221,28,50,13,0,8,27.0,0.0,0.0,23,74.0,0.0,6.0,0.0,0.0,6.0
105649,stewabr01,2018,1,LAN,NL,9,2,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
105662,strawmy01,2018,1,HOU,AL,9,9,4,3,0,0,1,1.0,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
105664,stripro01,2018,1,LAN,NL,36,33,0,3,0,0,0,2.0,1.0,0.0,0,13.0,0.0,0.0,4.0,0.0,0.0
105680,swihabl01,2018,1,BOS,AL,82,192,28,44,10,0,3,18.0,6.0,1.0,15,57.0,0.0,0.0,0.0,0.0,4.0
105684,tanakma01,2018,1,NYA,AL,27,6,1,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
105686,tarplst01,2018,1,NYA,AL,10,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
105690,tayloch03,2018,1,LAN,NL,155,536,85,136,35,8,17,63.0,9.0,6.0,55,178.0,0.0,9.0,0.0,4.0,5.0
105702,thornty01,2018,1,BOS,AL,25,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
105706,tolesan01,2018,1,LAN,NL,17,30,5,7,2,0,0,4.0,1.0,0.0,2,8.0,1.0,0.0,0.0,0.0,1.0
105710,torregl01,2018,1,NYA,AL,123,431,54,117,16,1,24,77.0,6.0,2.0,42,122.0,3.0,5.0,1.0,5.0,8.0
105712,torrero01,2018,1,NYA,AL,41,100,9,28,7,1,0,7.0,0.0,0.0,2,16.0,0.0,0.0,0.0,0.0,3.0
105716,travisa01,2018,1,BOS,AL,19,36,5,8,3,0,1,7.0,0.0,0.0,2,10.0,0.0,0.0,0.0,0.0,1.0
105725,tuckeky01,2018,1,HOU,AL,28,64,10,9,2,1,0,4.0,1.0,1.0,6,13.0,0.0,2.0,0.0,0.0,1.0
105734,turneju01,2018,1,LAN,NL,103,365,62,114,31,1,14,52.0,2.0,1.0,47,54.0,3.0,12.0,0.0,2.0,10.0
105740,uriasju01,2018,1,LAN,NL,3,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
105743,utleych01,2018,1,LAN,NL,87,164,18,35,10,1,1,14.0,3.0,1.0,17,34.0,2.0,5.0,0.0,1.0,3.0
105746,valdefr01,2018,1,HOU,AL,8,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
105750,valerbr01,2018,1,LAN,NL,20,29,4,5,0,0,0,4.0,0.0,0.0,4,4.0,0.0,0.0,1.0,0.0,0.0
105757,vazquch01,2018,1,BOS,AL,80,251,24,52,10,0,3,16.0,4.0,1.0,13,41.0,1.0,4.0,1.0,0.0,5.0
105760,velazhe01,2018,1,BOS,AL,47,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
105761,vendipa01,2018,1,LAN,NL,15,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
105764,verdual01,2018,1,LAN,NL,37,77,11,20,6,0,1,4.0,0.0,0.0,8,14.0,0.0,0.0,1.0,0.0,4.0
105766,verlaju01,2018,1,HOU,AL,34,5,0,1,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
105778,voitlu01,2018,2,NYA,AL,39,132,28,44,5,0,14,33.0,0.0,0.0,15,39.0,0.0,1.0,0.0,0.0,3.0
105783,wadety01,2018,1,NYA,AL,36,66,8,11,4,0,1,5.0,1.0,0.0,4,23.0,0.0,0.0,0.0,0.0,1.0
105786,waldema01,2018,1,BOS,AL,8,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
105789,walkene01,2018,1,NYA,AL,113,347,48,76,12,1,11,46.0,0.0,0.0,42,87.0,3.0,5.0,0.0,4.0,3.0
105793,warread01,2018,1,NYA,AL,24,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
105806,whitety01,2018,1,HOU,AL,66,210,27,58,12,3,12,42.0,0.0,1.0,24,49.0,0.0,2.0,0.0,1.0,1.0
105833,woodal02,2018,1,LAN,NL,33,44,1,2,0,0,0,0.0,1.0,0.0,0,25.0,0.0,0.0,6.0,0.0,0.0
105837,workmbr01,2018,1,BOS,AL,43,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
105841,wrighst01,2018,1,BOS,AL,20,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
105861,abreubr01,2019,1,HOU,AL,7,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
105871,adamsch01,2019,1,NYA,AL,13,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
105887,alexasc01,2019,1,LAN,NL,28,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
105907,altuvjo01,2019,1,HOU,AL,124,500,89,149,27,3,31,74.0,6.0,5.0,41,82.0,0.0,3.0,1.0,3.0,19.0
105910,alvaryo01,2019,1,HOU,AL,87,313,58,98,26,0,27,78.0,0.0,0.0,52,94.0,4.0,2.0,0.0,2.0,9.0
105926,andujmi01,2019,1,NYA,AL,12,47,1,6,0,0,0,1.0,0.0,0.0,1,11.0,0.0,0.0,0.0,1.0,4.0
105933,armenro01,2019,1,HOU,AL,5,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
105952,baezpe01,2019,1,LAN,NL,71,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
105960,barneau01,2019,1,LAN,NL,75,212,28,43,12,1,5,25.0,3.0,0.0,23,56.0,3.0,5.0,0.0,2.0,8.0
105963,barnema01,2019,1,BOS,AL,70,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
105971,barreja01,2019,1,NYA,AL,2,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
105981,beatyma01,2019,1,LAN,NL,99,249,36,66,19,1,9,46.0,5.0,0.0,17,33.0,2.0,2.0,0.0,0.0,6.0
105988,bellico01,2019,1,LAN,NL,156,558,121,170,34,3,47,115.0,15.0,5.0,95,108.0,21.0,3.0,0.0,4.0,10.0
105993,beninan01,2019,1,BOS,AL,138,541,72,144,40,5,13,68.0,10.0,3.0,59,140.0,1.0,7.0,3.0,5.0,6.0
105997,betande01,2019,1,NYA,AL,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
105999,bettsmo01,2019,1,BOS,AL,150,597,135,176,40,5,29,80.0,16.0,3.0,97,101.0,6.0,3.0,0.0,9.0,11.0
106001,biagijo01,2019,2,HOU,AL,13,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
106008,birdgr01,2019,1,NYA,AL,10,35,6,6,0,0,1,1.0,0.0,0.0,6,16.0,0.0,0.0,0.0,0.0,1.0
106021,bogaexa01,2019,1,BOS,AL,155,614,110,190,52,0,33,117.0,4.0,2.0,76,122.0,2.0,2.0,0.0,6.0,11.0
106039,bradlja02,2019,1,BOS,AL,147,494,69,111,28,3,21,62.0,8.0,6.0,56,155.0,3.0,12.0,3.0,2.0,6.0
106040,brantmi02,2019,1,HOU,AL,148,575,88,179,40,2,22,90.0,3.0,2.0,51,66.0,3.0,7.0,0.0,4.0,21.0
106042,brasiry01,2019,1,BOS,AL,62,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
106046,bregmal01,2019,1,HOU,AL,156,554,122,164,37,2,41,112.0,5.0,1.0,119,83.0,2.0,9.0,0.0,8.0,9.0
106048,breweco01,2019,1,BOS,AL,58,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
106053,brittza01,2019,1,NYA,AL,66,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
106066,buehlwa01,2019,1,LAN,NL,30,59,5,5,0,0,1,2.0,0.0,0.0,4,33.0,0.0,0.0,3.0,0.0,0.0
