,yearID,teamID,lgID,playerID,G_all,GS,G_batting,G_defense,G_p,G_c,G_1b,G_2b,G_3b,G_ss,G_lf,G_cf,G_rf,G_of,G_dh,G_ph,G_pr
102661,2016,LAN,NL,utleych01,138,118.0,138,134.0,0,0,0,134,1,0,0,0,0,0,0.0,15.0,0.0
102663,2016,HOU,AL,valbulu01,90,84.0,90,86.0,0,0,8,1,81,0,0,0,0,0,0.0,4.0,0.0
102666,2016,LAN,NL,vanslsc01,52,22.0,52,35.0,0,0,7,0,0,0,19,1,10,29,0.0,19.0,2.0
102670,2016,BOS,AL,vazquch01,57,49.0,57,56.0,0,56,0,0,0,0,0,0,0,0,1.0,3.0,0.0
102672,2016,LAN,NL,venabwi01,12,3.0,12,5.0,0,0,0,0,0,0,1,0,4,5,0.0,9.0,0.0
102696,2016,LAN,NL,walteza01,3,1.0,3,2.0,0,0,1,0,0,0,1,0,1,1,0.0,2.0,0.0
102699,2016,NYA,AL,warread01,29,0.0,1,29.0,29,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
102712,2016,HOU,AL,whitety01,86,64.0,85,62.0,1,0,58,2,3,0,0,0,0,0,15.0,14.0,1.0
102720,2016,NYA,AL,willima07,12,7.0,12,11.0,0,0,0,0,0,0,2,2,7,11,1.0,0.0,2.0
102736,2016,LAN,NL,woodal02,15,10.0,14,14.0,14,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
102740,2016,HOU,AL,worthda01,16,8.0,16,13.0,0,0,0,6,5,2,0,0,0,0,2.0,4.0,1.0
102745,2016,BOS,AL,wrighst01,25,24.0,2,24.0,24,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
102746,2016,NYA,AL,yateski01,41,0.0,3,41.0,41,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
102752,2016,BOS,AL,youngch04,76,53.0,76,69.0,0,0,0,0,0,0,63,3,3,69,2.0,16.0,1.0
102753,2016,NYA,AL,younger03,6,0.0,6,2.0,0,0,0,0,0,0,0,2,0,2,4.0,0.0,4.0
102757,2016,BOS,AL,zieglbr01,33,0.0,1,33.0,33,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
102763,2017,BOS,AL,abadfe01,48,0.0,4,48.0,48,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
102796,2017,HOU,AL,altuvjo01,153,151.0,153,149.0,0,0,0,149,0,0,0,0,0,0,3.0,1.0,1.0
102812,2017,NYA,AL,andujmi01,5,1.0,5,3.0,0,0,0,0,3,0,0,0,0,0,2.0,1.0,0.0
102813,2017,HOU,AL,aokino01,71,56.0,70,68.0,1,0,0,0,0,0,56,0,16,67,1.0,5.0,1.0
102829,2017,NYA,AL,austity01,20,11.0,20,14.0,0,0,8,0,0,0,0,0,7,7,6.0,3.0,0.0
102832,2017,LAN,NL,avilalu01,61,0.0,58,61.0,61,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
102838,2017,LAN,NL,baezpe01,66,0.0,61,66.0,66,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
102844,2017,LAN,NL,barneau01,102,53.0,102,76.0,0,55,0,21,1,0,0,0,0,0,1.0,34.0,0.0
102848,2017,BOS,AL,barnema01,70,0.0,4,70.0,70,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
102869,2017,LAN,NL,bellico01,132,127.0,132,128.0,0,0,93,0,0,0,39,4,5,46,1.0,4.0,0.0
102873,2017,HOU,AL,beltrca01,129,118.0,129,14.0,0,0,0,0,0,0,13,0,1,14,107.0,11.0,0.0
102874,2017,BOS,AL,beninan01,151,143.0,151,149.0,0,0,0,0,0,0,123,30,0,149,0.0,8.0,0.0
102880,2017,NYA,AL,betande01,66,0.0,6,66.0,66,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
102883,2017,BOS,AL,bettsmo01,153,153.0,153,153.0,0,0,0,0,0,0,0,0,153,153,0.0,0.0,0.0
102886,2017,NYA,AL,birdgr01,48,41.0,48,46.0,0,0,46,0,0,0,0,0,0,0,2.0,6.0,0.0
102898,2017,BOS,AL,bogaexa01,148,143.0,148,146.0,0,0,0,0,0,146,0,0,0,0,0.0,0.0,2.0
102911,2017,BOS,AL,boyerbl01,32,0.0,0,32.0,32,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
102916,2017,BOS,AL,bradlja02,133,131.0,133,132.0,0,0,0,0,0,0,0,132,0,132,0.0,2.0,0.0
102923,2017,HOU,AL,bregmal01,155,148.0,155,153.0,0,0,0,4,132,30,0,0,0,0,2.0,2.0,2.0
102941,2017,LAN,NL,buehlwa01,8,0.0,8,8.0,8,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
102976,2017,NYA,AL,cartech02,62,49.0,62,56.0,0,0,56,0,0,0,0,0,2,2,1.0,6.0,0.0
102980,2017,LAN,NL,castifa01,2,0.0,2,2.0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
102986,2017,NYA,AL,castrst01,112,110.0,112,109.0,0,0,0,109,0,0,0,0,0,0,2.0,2.0,0.0
102991,2017,HOU,AL,centeju01,22,15.0,22,22.0,0,22,0,0,0,0,0,0,0,0,0.0,1.0,0.0
102995,2017,NYA,AL,cessalu01,10,5.0,0,10.0,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
102999,2017,NYA,AL,chapmar01,52,0.0,7,52.0,52,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103006,2017,NYA,AL,choiji01,6,4.0,6,6.0,0,0,6,0,0,0,0,0,0,0,0.0,2.0,0.0
103009,2017,LAN,NL,cingrto01,22,0.0,21,22.0,22,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103016,2017,HOU,AL,clippty01,16,0.0,1,16.0,16,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103017,2017,NYA,AL,clippty01,40,0.0,5,40.0,40,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103035,2017,NYA,AL,coopega03,13,13.0,13,13.0,0,0,13,0,0,0,0,0,0,0,0.0,0.0,0.0
103039,2017,HOU,AL,correca01,109,109.0,109,108.0,0,0,0,0,0,108,0,0,0,0,1.0,0.0,0.0
103055,2017,LAN,NL,culbech01,15,2.0,15,14.0,0,0,0,2,1,11,0,0,0,0,0.0,2.0,0.0
103062,2017,BOS,AL,darnach01,2,0.0,2,1.0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,1.0
103065,2017,LAN,NL,darviyu01,9,9.0,9,9.0,9,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103070,2017,HOU,AL,davisjd01,25,14.0,24,25.0,2,0,2,0,22,0,0,0,0,0,0.0,5.0,0.0
103072,2017,BOS,AL,davisra01,17,8.0,17,14.0,0,0,0,0,0,0,6,4,4,14,2.0,1.0,3.0
103077,2017,LAN,NL,daytogr01,29,0.0,26,29.0,29,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103094,2017,HOU,AL,devench02,62,0.0,3,62.0,62,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103095,2017,BOS,AL,deverra01,58,56.0,58,56.0,0,0,0,0,56,0,0,0,0,0,1.0,2.0,0.0
103097,2017,HOU,AL,diazda01,10,1.0,0,10.0,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103106,2017,LAN,NL,dicksok01,7,1.0,7,5.0,0,0,0,0,0,0,5,0,0,5,0.0,5.0,0.0
103134,2017,LAN,NL,eibnebr01,17,7.0,17,11.0,0,0,0,0,0,0,6,5,3,11,0.0,5.0,1.0
103136,2017,BOS,AL,eliasro01,1,0.0,0,1.0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103139,2017,NYA,AL,ellsbja01,112,93.0,112,97.0,0,0,0,0,0,0,0,97,0,97,8.0,10.0,7.0
103155,2017,LAN,NL,ethiean01,22,8.0,22,8.0,0,0,0,0,0,0,8,0,0,8,0.0,14.0,0.0
103160,2017,LAN,NL,farmeky01,20,1.0,20,8.0,0,3,1,0,4,0,0,0,0,0,0.0,13.0,0.0
103169,2017,HOU,AL,felizmi01,46,0.0,3,46.0,46,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103173,2017,LAN,NL,fieldjo03,57,0.0,55,57.0,57,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103176,2017,HOU,AL,fiersmi01,30,28.0,2,29.0,29,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
103178,2017,HOU,AL,fishede01,53,39.0,53,48.0,0,0,0,0,0,0,38,3,12,48,3.0,5.0,5.0
103179,2017,BOS,AL,fistedo01,18,15.0,1,18.0,18,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103191,2017,LAN,NL,fontwi01,3,0.0,3,3.0,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103192,2017,LAN,NL,forsylo01,119,101.0,119,113.0,0,0,1,80,42,2,3,0,0,3,0.0,13.0,0.0
103194,2017,NYA,AL,fowledu01,1,1.0,1,1.0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0
103200,2017,NYA,AL,frazicl01,39,35.0,39,37.0,0,0,0,0,0,0,30,0,7,37,2.0,2.0,1.0
103202,2017,NYA,AL,frazito01,66,61.0,66,66.0,0,0,0,0,66,0,0,0,0,0,0.0,2.0,0.0
103206,2017,LAN,NL,freemmi01,4,0.0,4,1.0,0,0,0,0,1,0,0,0,0,0,0.0,3.0,0.0
103221,2017,NYA,AL,gallegi01,16,0.0,0,16.0,16,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103232,2017,NYA,AL,garcija02,8,8.0,1,8.0,8,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103239,2017,NYA,AL,gardnbr01,151,139.0,151,138.0,0,0,0,0,0,0,122,22,0,138,7.0,9.0,2.0
103247,2017,HOU,AL,gattiev01,84,76.0,84,50.0,0,49,1,0,0,0,0,0,0,0,29.0,7.0,0.0
103256,2017,NYA,AL,germado01,7,0.0,0,7.0,7,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103259,2017,HOU,AL,gileske01,63,0.0,4,63.0,63,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103279,2017,LAN,NL,gonzaad01,71,57.0,71,60.0,0,0,60,0,0,0,0,0,0,0,0.0,14.0,0.0
103283,2017,HOU,AL,gonzama01,134,120.0,134,133.0,0,0,31,22,19,38,47,0,2,48,0.0,8.0,2.0
103299,2017,HOU,AL,gourryu01,139,137.0,139,135.0,0,0,131,1,7,0,0,0,0,0,3.0,2.0,0.0
103301,2017,LAN,NL,grandcu01,36,31.0,36,33.0,0,0,0,0,0,0,26,6,8,33,0.0,3.0,1.0
103303,2017,LAN,NL,grandya01,129,113.0,129,117.0,0,117,0,0,0,0,0,0,0,0,0.0,15.0,0.0
103308,2017,NYA,AL,grayso01,11,11.0,0,11.0,11,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103310,2017,NYA,AL,greench03,40,1.0,1,40.0,40,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103313,2017,HOU,AL,gregelu01,65,0.0,5,65.0,65,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103314,2017,NYA,AL,gregodi01,136,133.0,136,135.0,0,0,0,0,0,135,0,0,0,0,1.0,3.0,0.0
103323,2017,HOU,AL,guduare01,22,0.0,0,22.0,22,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103328,2017,HOU,AL,gustaja01,6,0.0,0,6.0,6,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103330,2017,LAN,NL,gutiefr01,35,14.0,35,17.0,0,0,0,0,0,0,17,0,0,17,0.0,21.0,0.0
103352,2017,HOU,AL,harriwi02,46,0.0,2,46.0,46,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103355,2017,LAN,NL,hatchch02,26,0.0,24,26.0,26,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103360,2017,NYA,AL,headlch01,147,136.0,147,128.0,0,0,45,1,86,0,0,0,0,0,14.0,11.0,0.0
103367,2017,NYA,AL,hellebe01,9,0.0,0,9.0,9,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103370,2017,BOS,AL,hembrhe01,62,0.0,4,62.0,62,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103378,2017,LAN,NL,hernaen02,140,71.0,140,111.0,0,0,3,9,14,24,28,34,18,73,1.0,52.0,1.0
103381,2017,BOS,AL,hernama02,21,18.0,21,20.0,0,0,0,6,9,5,0,0,0,0,0.0,0.0,2.0
103382,2017,HOU,AL,hernate01,1,0.0,1,1.0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0
103386,2017,NYA,AL,herrero01,2,0.0,0,2.0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103391,2017,NYA,AL,hicksaa01,88,76.0,88,84.0,0,0,0,0,0,0,22,52,14,84,0.0,11.0,0.0
103393,2017,NYA,AL,higasky01,9,5.0,9,8.0,0,8,0,0,0,0,0,0,0,0,1.0,1.0,0.0
103396,2017,LAN,NL,hillri01,25,25.0,23,25.0,25,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103399,2017,NYA,AL,holdejo02,37,0.0,4,37.0,37,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103402,2017,NYA,AL,hollima01,105,96.0,105,8.0,0,0,8,0,0,0,0,0,0,0,90.0,8.0,0.0
103404,2017,BOS,AL,holtbr01,64,37.0,64,53.0,0,0,2,31,9,0,10,0,2,11,3.0,10.0,9.0
103411,2017,HOU,AL,hoytja01,43,0.0,3,43.0,43,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103432,2017,HOU,AL,jankojo01,3,0.0,0,3.0,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103434,2017,LAN,NL,janseke01,65,0.0,59,65.0,65,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103445,2017,BOS,AL,johnsbr02,5,5.0,1,5.0,5,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103457,2017,NYA,AL,judgeaa01,155,151.0,155,141.0,0,0,0,0,0,0,0,0,141,141,11.0,3.0,1.0
103461,2017,NYA,AL,kahnlto01,32,0.0,2,32.0,32,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103466,2017,BOS,AL,kellyjo05,54,0.0,5,54.0,54,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103470,2017,HOU,AL,kempto01,17,10.0,17,14.0,0,0,0,0,0,0,10,4,0,14,1.0,1.0,4.0
103473,2017,BOS,AL,kendrky01,2,2.0,1,2.0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103476,2017,LAN,NL,kershcl01,27,27.0,24,27.0,27,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103477,2017,HOU,AL,keuchda01,23,23.0,1,23.0,23,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103479,2017,BOS,AL,kimbrcr01,67,0.0,6,67.0,67,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103497,2017,NYA,AL,kozmape01,11,3.0,11,10.0,0,0,0,1,0,9,0,0,0,0,0.0,1.0,2.0
103499,2017,NYA,AL,kratzer01,4,0.0,4,2.0,0,2,0,0,0,0,0,0,0,0,2.0,2.0,0.0
103514,2017,NYA,AL,layneto01,19,0.0,3,19.0,19,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103526,2017,BOS,AL,leonsa01,85,77.0,85,84.0,0,84,0,0,0,0,0,0,0,0,0.0,2.0,0.0
103529,2017,LAN,NL,liberad01,4,0.0,4,4.0,4,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103533,2017,BOS,AL,lintz01,25,15.0,25,23.0,0,0,0,10,9,6,0,0,0,0,1.0,4.0,1.0
103534,2017,HOU,AL,liriafr01,20,0.0,1,20.0,20,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103540,2017,LAN,NL,locasti01,3,0.0,3,2.0,0,0,0,0,0,0,2,0,0,2,0.0,1.0,2.0
103564,2017,BOS,AL,maddoau01,13,0.0,0,13.0,13,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103567,2017,LAN,NL,maedake01,30,25.0,28,29.0,29,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0
103581,2017,HOU,AL,marisja01,106,65.0,106,102.0,0,0,0,0,0,0,6,93,3,102,1.0,6.0,9.0
103587,2017,BOS,AL,marrede01,71,48.0,71,68.0,0,0,1,11,53,6,0,0,0,0,0.0,1.0,10.0
103589,2017,HOU,AL,martefr01,32,4.0,2,32.0,32,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103598,2017,BOS,AL,martiky01,2,0.0,0,2.0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103613,2017,HOU,AL,maybica01,21,14.0,21,20.0,0,0,0,0,0,0,5,15,3,20,1.0,1.0,2.0
103621,2017,HOU,AL,mccanbr01,97,96.0,97,95.0,0,95,0,0,0,0,0,0,0,0,2.0,1.0,0.0
103623,2017,LAN,NL,mccarbr01,19,16.0,18,19.0,19,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103625,2017,HOU,AL,mcculla02,22,22.0,1,22.0,22,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103633,2017,HOU,AL,mchugco01,12,12.0,1,12.0,12,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103662,2017,NYA,AL,mitchbr01,20,1.0,4,20.0,20,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0
103672,2017,NYA,AL,montgjo01,29,29.0,2,29.0,29,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103678,2017,HOU,AL,moranco01,7,2.0,7,7.0,0,0,4,0,3,1,0,0,0,0,0.0,2.0,0.0
103679,2017,BOS,AL,morelmi01,149,128.0,149,138.0,1,0,138,0,0,0,0,0,0,0,9.0,14.0,0.0
103689,2017,LAN,NL,morrobr01,45,0.0,43,45.0,45,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103691,2017,HOU,AL,mortoch02,25,25.0,1,25.0,25,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103702,2017,HOU,AL,musgrjo01,38,15.0,4,38.0,38,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103732,2017,BOS,AL,nunezed02,38,38.0,38,34.0,0,0,0,26,4,5,0,0,0,0,4.0,0.0,0.0
103761,2017,LAN,NL,pareded02,10,0.0,10,10.0,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103766,2017,HOU,AL,paulida01,6,6.0,0,6.0,6,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103769,2017,HOU,AL,peacobr01,34,21.0,4,34.0,34,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103771,2017,LAN,NL,pederjo01,102,74.0,102,96.0,0,0,0,0,0,0,4,92,0,96,0.0,16.0,1.0
103772,2017,BOS,AL,pedrodu01,105,103.0,105,98.0,0,0,0,98,0,0,0,0,0,0,7.0,2.0,0.0
103808,2017,NYA,AL,pinedmi01,17,17.0,2,17.0,17,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103819,2017,BOS,AL,pomerdr01,32,32.0,1,32.0,32,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103820,2017,BOS,AL,porceri01,33,33.0,2,33.0,33,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103829,2017,BOS,AL,priceda01,16,11.0,1,16.0,16,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103834,2017,LAN,NL,puigya01,152,135.0,152,145.0,0,0,0,0,0,0,0,0,145,145,0.0,12.0,0.0
103845,2017,BOS,AL,ramirha01,133,125.0,133,18.0,0,0,18,0,0,0,0,0,0,0,108.0,7.0,0.0
103851,2017,BOS,AL,ramirno01,2,0.0,0,2.0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103858,2017,LAN,NL,ravinjo01,14,0.0,14,14.0,14,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103863,2017,HOU,AL,reddijo01,134,121.0,134,130.0,0,0,1,0,0,0,48,11,102,129,3.0,6.0,2.0
103864,2017,BOS,AL,reedad01,29,0.0,2,29.0,29,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103866,2017,HOU,AL,reedaj01,2,1.0,2,1.0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0
103868,2017,NYA,AL,refsnro01,20,7.0,20,17.0,0,0,4,2,0,0,8,0,3,11,1.0,6.0,1.0
103892,2017,NYA,AL,roberda08,30,0.0,2,30.0,30,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103901,2017,BOS,AL,rodried05,25,24.0,3,25.0,25,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103915,2017,NYA,AL,rominau01,80,62.0,80,77.0,0,67,12,0,0,0,0,0,0,0,1.0,9.0,0.0
103916,2017,LAN,NL,romose01,30,0.0,30,30.0,30,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103930,2017,BOS,AL,rossro01,8,0.0,1,8.0,8,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103943,2017,BOS,AL,rutlejo01,37,26.0,37,37.0,0,0,5,16,20,0,0,0,0,0,0.0,3.0,0.0
103945,2017,LAN,NL,ryuhy01,25,24.0,23,25.0,25,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103947,2017,NYA,AL,sabatcc01,27,27.0,2,27.0,27,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103952,2017,BOS,AL,salech01,32,32.0,1,32.0,32,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103960,2017,NYA,AL,sanchga02,122,117.0,122,104.0,0,104,2,0,0,0,0,0,0,0,18.0,3.0,0.0
103963,2017,BOS,AL,sandopa01,32,27.0,32,29.0,0,0,0,1,29,0,0,0,0,0,2.0,3.0,0.0
103987,2017,BOS,AL,scottro02,57,0.0,6,57.0,57,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
103991,2017,LAN,NL,seageco01,145,135.0,145,138.0,0,0,0,0,0,138,0,0,0,0,1.0,9.0,0.0
103993,2017,LAN,NL,segedro01,13,4.0,13,11.0,0,0,6,0,5,0,1,0,0,1,0.0,3.0,0.0
103995,2017,BOS,AL,selskst01,8,1.0,8,3.0,0,0,0,0,2,0,0,1,0,1,2.0,3.0,2.0
103998,2017,NYA,AL,severlu01,31,31.0,2,31.0,31,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
104009,2017,NYA,AL,shrevch01,44,0.0,3,44.0,44,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
104016,2017,HOU,AL,sippto01,46,0.0,5,46.0,46,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
104023,2017,BOS,AL,smithca02,8,0.0,1,8.0,8,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
104024,2017,NYA,AL,smithca03,9,2.0,1,9.0,9,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
104051,2017,HOU,AL,springe01,140,137.0,140,131.0,0,0,0,0,0,0,0,84,78,131,7.0,2.0,0.0
104057,2017,HOU,AL,stassma01,14,6.0,14,12.0,0,11,1,0,0,0,0,0,0,0,2.0,3.0,0.0
104062,2017,LAN,NL,stewabr01,17,4.0,16,17.0,17,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
104072,2017,LAN,NL,stripro01,51,2.0,48,49.0,49,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0
104087,2017,BOS,AL,swihabl01,6,0.0,6,4.0,0,4,0,0,0,0,0,0,0,0,2.0,1.0,4.0
104093,2017,NYA,AL,tanakma01,30,30.0,1,30.0,30,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
104096,2017,BOS,AL,taylobe03,14,0.0,2,14.0,14,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
104097,2017,LAN,NL,tayloch03,140,125.0,140,131.0,0,0,0,22,8,14,48,49,0,96,0.0,13.0,0.0
104109,2017,LAN,NL,thomptr01,27,12.0,27,19.0,0,0,0,0,0,0,7,9,8,19,0.0,7.0,2.0
104111,2017,LAN,NL,tolesan01,31,19.0,31,28.0,0,0,0,0,0,0,21,10,0,28,0.0,10.0,0.0
104112,2017,HOU,AL,tollias01,3,0.0,1,3.0,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
104121,2017,NYA,AL,torrero01,108,85.0,108,105.0,0,0,0,54,26,36,0,0,1,1,1.0,7.0,5.0
104123,2017,BOS,AL,travisa01,33,19.0,33,21.0,0,0,21,0,0,0,0,0,0,0,6.0,10.0,1.0
104134,2017,LAN,NL,turneju01,130,124.0,130,121.0,0,0,0,0,121,0,0,0,0,0,5.0,6.0,0.0
