,yearID,round,playerID,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
13933,2017,WS,watsoto01,LAN,NL,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13937,2017,NLCS,woodal02,LAN,NL,1,2,0,0,0,0,0,0,0,0.0,0,1,0,0.0,0.0,0.0,0.0
13938,2017,WS,woodal02,LAN,NL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13939,2017,ALDS2,youngch04,BOS,AL,1,2,1,1,1,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0
13948,2018,NLDS2,alexasc01,LAN,NL,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13949,2018,WS,alexasc01,LAN,NL,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13954,2018,ALCS,altuvjo01,HOU,AL,5,20,4,5,1,0,0,2,0,0.0,3,4,0,0.0,0.0,0.0,0.0
13955,2018,ALDS2,altuvjo01,HOU,AL,3,14,4,4,1,0,1,2,0,0.0,0,2,0,0.0,0.0,0.0,1.0
13957,2018,ALDS1,andujmi01,NYA,AL,3,9,0,1,0,0,0,0,0,0.0,1,2,0,0.0,0.0,0.0,1.0
13958,2018,ALWC,andujmi01,NYA,AL,1,1,0,1,0,0,0,0,0,0.0,1,0,0,0.0,0.0,0.0,0.0
13964,2018,NLCS,baezpe01,LAN,NL,4,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13965,2018,NLDS2,baezpe01,LAN,NL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13966,2018,WS,baezpe01,LAN,NL,4,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13967,2018,NLCS,barneau01,LAN,NL,5,18,0,2,0,0,0,2,0,0.0,2,9,0,0.0,0.0,0.0,0.0
13968,2018,WS,barneau01,LAN,NL,5,11,0,0,0,0,0,0,0,0.0,1,5,0,0.0,0.0,0.0,0.0
13969,2018,ALCS,barnema01,BOS,AL,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13970,2018,ALDS1,barnema01,BOS,AL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13971,2018,WS,barnema01,BOS,AL,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13973,2018,NLCS,bellico01,LAN,NL,7,25,3,5,1,0,1,4,2,0.0,1,6,0,0.0,0.0,0.0,0.0
13974,2018,NLDS2,bellico01,LAN,NL,4,11,1,0,0,0,0,0,2,0.0,4,4,0,0.0,0.0,0.0,0.0
13975,2018,WS,bellico01,LAN,NL,5,16,1,1,0,0,0,0,0,1.0,0,6,0,0.0,0.0,0.0,0.0
13976,2018,ALCS,beninan01,BOS,AL,5,24,4,5,2,0,0,1,0,0.0,0,7,0,0.0,0.0,0.0,0.0
13977,2018,ALDS1,beninan01,BOS,AL,4,14,5,4,1,0,0,3,2,0.0,3,3,0,1.0,0.0,0.0,0.0
13978,2018,WS,beninan01,BOS,AL,5,18,6,6,1,0,0,1,0,0.0,1,3,0,0.0,0.0,0.0,0.0
13979,2018,ALDS1,betande01,NYA,AL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13980,2018,ALWC,betande01,NYA,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13981,2018,ALCS,bettsmo01,BOS,AL,5,23,5,5,2,0,0,1,0,0.0,1,2,0,1.0,0.0,0.0,0.0
13982,2018,ALDS1,bettsmo01,BOS,AL,4,16,3,3,1,0,0,2,0,0.0,3,4,2,0.0,0.0,0.0,0.0
13983,2018,WS,bettsmo01,BOS,AL,5,23,5,5,1,0,1,1,1,0.0,3,6,2,0.0,0.0,0.0,0.0
13986,2018,ALCS,bogaexa01,BOS,AL,5,19,1,5,1,0,0,3,0,0.0,3,1,0,0.0,0.0,0.0,1.0
13987,2018,ALDS1,bogaexa01,BOS,AL,4,17,2,5,0,0,1,2,0,0.0,1,1,0,0.0,0.0,1.0,0.0
13988,2018,WS,bogaexa01,BOS,AL,5,22,2,3,1,0,0,2,0,0.0,3,6,1,0.0,0.0,0.0,2.0
13991,2018,ALCS,bradlja02,BOS,AL,5,15,3,3,1,0,2,9,0,1.0,4,3,0,1.0,0.0,0.0,0.0
13992,2018,ALDS1,bradlja02,BOS,AL,4,12,2,2,1,0,0,0,1,0.0,3,3,0,0.0,0.0,0.0,0.0
13993,2018,WS,bradlja02,BOS,AL,5,13,1,3,0,0,1,1,0,1.0,2,3,0,0.0,0.0,0.0,1.0
13995,2018,ALCS,brasiry01,BOS,AL,4,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13996,2018,ALDS1,brasiry01,BOS,AL,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
13997,2018,WS,brasiry01,BOS,AL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14000,2018,ALCS,bregmal01,HOU,AL,5,15,3,2,1,0,0,1,0,1.0,7,3,0,2.0,0.0,0.0,0.0
14001,2018,ALDS2,bregmal01,HOU,AL,3,9,5,5,1,0,2,4,0,0.0,4,1,1,1.0,0.0,0.0,0.0
14002,2018,ALDS1,brittza01,NYA,AL,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14003,2018,ALWC,brittza01,NYA,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14006,2018,NLCS,buehlwa01,LAN,NL,2,3,0,0,0,0,0,0,0,0.0,0,2,0,0.0,1.0,0.0,0.0
14007,2018,NLDS2,buehlwa01,LAN,NL,1,1,0,0,0,0,0,0,0,0.0,0,1,0,0.0,1.0,0.0,0.0
14008,2018,WS,buehlwa01,LAN,NL,1,2,0,0,0,0,0,0,0,0.0,0,2,0,0.0,0.0,0.0,0.0
14022,2018,ALDS1,chapmar01,NYA,AL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14023,2018,ALWC,chapmar01,NYA,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14029,2018,ALCS,colege01,HOU,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14030,2018,ALDS2,colege01,HOU,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14032,2018,ALCS,correca01,HOU,AL,5,19,2,6,1,0,0,3,0,0.0,3,7,0,0.0,0.0,0.0,0.0
14033,2018,ALDS2,correca01,HOU,AL,3,10,1,1,0,0,1,3,0,0.0,3,2,0,0.0,0.0,0.0,0.0
14044,2018,ALCS,deverra01,BOS,AL,4,13,4,5,0,0,1,6,0,0.0,2,5,0,0.0,0.0,0.0,0.0
14045,2018,ALDS1,deverra01,BOS,AL,2,7,2,2,0,0,0,1,1,0.0,0,1,0,0.0,0.0,0.0,0.0
14046,2018,WS,deverra01,BOS,AL,5,14,1,3,0,0,0,2,0,0.0,1,7,0,0.0,0.0,0.0,0.0
14049,2018,NLCS,doziebr01,LAN,NL,6,9,1,1,0,0,0,2,1,1.0,2,2,0,1.0,0.0,0.0,0.0
14050,2018,NLDS2,doziebr01,LAN,NL,1,2,0,1,0,0,0,0,0,0.0,0,1,0,0.0,0.0,0.0,0.0
14051,2018,WS,doziebr01,LAN,NL,4,5,2,0,0,0,0,0,0,0.0,3,1,0,0.0,0.0,0.0,0.0
14054,2018,ALCS,eovalna01,BOS,AL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14055,2018,ALDS1,eovalna01,BOS,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14056,2018,WS,eovalna01,BOS,AL,3,2,0,0,0,0,0,0,0,0.0,0,2,0,0.0,0.0,0.0,0.0
14058,2018,NLCS,ferguca01,LAN,NL,4,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14059,2018,NLDS2,ferguca01,LAN,NL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14061,2018,NLCS,florody01,LAN,NL,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14062,2018,NLDS2,florody01,LAN,NL,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14063,2018,WS,florody01,LAN,NL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14068,2018,NLCS,freesda01,LAN,NL,6,8,1,2,1,0,1,2,0,0.0,0,2,0,1.0,0.0,0.0,0.0
14069,2018,NLDS2,freesda01,LAN,NL,3,2,0,1,0,0,0,3,0,0.0,0,0,0,0.0,0.0,1.0,1.0
14070,2018,WS,freesda01,LAN,NL,5,12,2,5,0,1,1,1,0,0.0,1,3,0,1.0,0.0,0.0,0.0
14072,2018,ALDS1,gardnbr01,NYA,AL,4,8,1,0,0,0,0,1,0,0.0,3,1,0,0.0,0.0,1.0,0.0
14073,2018,ALWC,gardnbr01,NYA,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14074,2018,ALCS,gattiev01,HOU,AL,2,2,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14075,2018,ALDS2,gattiev01,HOU,AL,2,2,0,0,0,0,0,0,0,0.0,0,1,0,0.0,0.0,0.0,0.0
14081,2018,ALCS,gonzama01,HOU,AL,5,20,2,4,0,0,2,4,0,1.0,1,7,0,1.0,0.0,0.0,0.0
14082,2018,ALDS2,gonzama01,HOU,AL,3,13,1,7,2,0,0,5,0,1.0,0,2,0,1.0,0.0,0.0,0.0
14084,2018,ALCS,gourryu01,HOU,AL,5,20,3,5,1,0,1,3,0,0.0,2,2,0,0.0,0.0,0.0,0.0
14085,2018,ALDS2,gourryu01,HOU,AL,3,11,2,2,1,0,0,0,0,0.0,3,3,1,0.0,0.0,0.0,0.0
14088,2018,NLCS,grandya01,LAN,NL,5,11,0,2,1,0,0,0,0,0.0,0,6,0,0.0,0.0,0.0,1.0
14089,2018,NLDS2,grandya01,LAN,NL,4,13,2,1,0,0,1,1,0,0.0,3,5,0,0.0,0.0,0.0,0.0
14090,2018,WS,grandya01,LAN,NL,5,5,0,1,0,0,0,0,0,0.0,2,4,0,0.0,0.0,0.0,0.0
14091,2018,ALDS1,greench03,NYA,AL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14092,2018,ALDS1,gregodi01,NYA,AL,4,14,1,3,1,0,0,2,0,0.0,0,3,0,0.0,1.0,0.0,0.0
14093,2018,ALWC,gregodi01,NYA,AL,1,3,0,1,0,0,0,1,0,0.0,0,1,0,0.0,0.0,1.0,0.0
14102,2018,ALDS1,happja01,NYA,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14103,2018,ALDS2,harriwi02,HOU,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14104,2018,ALDS1,hechaad01,NYA,AL,3,1,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0.0,0.0,0.0
14105,2018,ALWC,hechaad01,NYA,AL,1,2,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14106,2018,ALCS,hembrhe01,BOS,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14107,2018,ALDS1,hembrhe01,BOS,AL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14108,2018,WS,hembrhe01,BOS,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14111,2018,NLCS,hernaen02,LAN,NL,6,14,0,1,0,0,0,0,0,1.0,2,8,1,0.0,0.0,0.0,0.0
14112,2018,NLDS2,hernaen02,LAN,NL,4,12,2,2,0,0,1,1,2,0.0,3,2,0,0.0,0.0,0.0,0.0
14113,2018,WS,hernaen02,LAN,NL,5,15,1,2,0,0,1,2,0,0.0,0,4,0,0.0,0.0,0.0,1.0
14115,2018,ALDS1,hicksaa01,NYA,AL,2,5,0,1,0,0,0,0,0,0.0,1,1,0,0.0,0.0,0.0,0.0
14116,2018,ALWC,hicksaa01,NYA,AL,1,4,1,1,1,0,0,1,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14117,2018,NLCS,hillri01,LAN,NL,2,2,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14118,2018,NLDS2,hillri01,LAN,NL,1,1,0,0,0,0,0,0,0,0.0,0,1,0,0.0,1.0,0.0,0.0
14119,2018,WS,hillri01,LAN,NL,1,2,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14120,2018,ALDS1,holdejo02,NYA,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14123,2018,ALCS,holtbr01,BOS,AL,4,9,1,1,0,0,0,1,0,0.0,1,3,0,1.0,0.0,0.0,0.0
14124,2018,ALDS1,holtbr01,BOS,AL,1,6,3,4,1,1,1,5,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14125,2018,WS,holtbr01,BOS,AL,3,12,3,2,1,0,0,0,1,0.0,3,1,0,0.0,0.0,0.0,1.0
14129,2018,ALCS,jamesjo02,HOU,AL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14130,2018,NLCS,janseke01,LAN,NL,4,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14131,2018,NLDS2,janseke01,LAN,NL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14132,2018,WS,janseke01,LAN,NL,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14136,2018,ALDS1,judgeaa01,NYA,AL,4,16,4,6,0,0,2,2,0,0.0,2,2,0,0.0,0.0,0.0,0.0
14137,2018,ALWC,judgeaa01,NYA,AL,1,3,2,2,1,0,1,2,0,0.0,1,1,0,0.0,0.0,0.0,0.0
14139,2018,ALCS,kellyjo05,BOS,AL,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14140,2018,ALDS1,kellyjo05,BOS,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14141,2018,WS,kellyjo05,BOS,AL,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14142,2018,NLCS,kempma01,LAN,NL,7,10,0,2,0,0,0,1,0,0.0,1,3,1,0.0,0.0,0.0,0.0
14143,2018,NLDS2,kempma01,LAN,NL,2,4,0,1,1,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,1.0
14144,2018,WS,kempma01,LAN,NL,4,9,1,1,0,0,1,2,0,0.0,0,3,0,0.0,0.0,1.0,0.0
14145,2018,ALCS,kempto01,HOU,AL,5,11,1,3,1,0,1,1,0,0.0,3,2,0,0.0,0.0,0.0,0.0
14146,2018,ALDS2,kempto01,HOU,AL,1,3,2,1,0,0,0,0,0,0.0,2,1,0,0.0,0.0,0.0,0.0
14147,2018,NLCS,kershcl01,LAN,NL,3,1,1,0,0,0,0,0,0,0.0,2,0,0,0.0,1.0,0.0,0.0
14148,2018,NLDS2,kershcl01,LAN,NL,1,2,0,0,0,0,0,0,0,0.0,1,2,0,0.0,0.0,0.0,0.0
14149,2018,WS,kershcl01,LAN,NL,3,3,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14150,2018,ALCS,keuchda01,HOU,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14151,2018,ALDS2,keuchda01,HOU,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14152,2018,ALCS,kimbrcr01,BOS,AL,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14153,2018,ALDS1,kimbrcr01,BOS,AL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14154,2018,WS,kimbrcr01,BOS,AL,4,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14155,2018,ALCS,kinslia01,BOS,AL,4,11,1,2,1,0,0,0,0,0.0,0,4,0,0.0,0.0,0.0,0.0
14156,2018,ALDS1,kinslia01,BOS,AL,4,13,3,4,2,0,0,2,1,0.0,1,7,0,0.0,0.0,0.0,1.0
14157,2018,WS,kinslia01,BOS,AL,3,10,0,1,0,0,0,1,0,0.0,0,3,0,0.0,0.0,0.0,0.0
14168,2018,ALCS,leonsa01,BOS,AL,5,2,1,0,0,0,0,0,0,0.0,0,1,0,0.0,0.0,0.0,0.0
14169,2018,ALDS1,leonsa01,BOS,AL,2,5,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1.0,0.0,0.0
14170,2018,WS,leonsa01,BOS,AL,3,6,0,3,1,0,0,0,0,0.0,1,3,0,0.0,0.0,0.0,0.0
14175,2018,ALDS1,lynnla01,NYA,AL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14176,2018,NLCS,machama01,LAN,NL,7,27,5,8,1,0,1,3,1,0.0,2,6,1,1.0,0.0,0.0,3.0
14177,2018,NLDS2,machama01,LAN,NL,4,17,2,3,1,0,2,6,0,0.0,1,7,0,0.0,0.0,0.0,1.0
14178,2018,WS,machama01,LAN,NL,5,22,2,4,0,0,0,3,0,0.0,1,5,1,0.0,0.0,1.0,0.0
14179,2018,NLCS,madsory01,LAN,NL,5,1,0,0,0,0,0,0,0,0.0,0,1,0,0.0,0.0,0.0,0.0
14180,2018,NLDS2,madsory01,LAN,NL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14181,2018,WS,madsory01,LAN,NL,4,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14182,2018,NLCS,maedake01,LAN,NL,4,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14183,2018,NLDS2,maedake01,LAN,NL,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14184,2018,WS,maedake01,LAN,NL,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14185,2018,ALCS,maldoma01,HOU,AL,4,11,2,1,1,0,0,0,0,0.0,0,3,0,1.0,0.0,0.0,1.0
14186,2018,ALDS2,maldoma01,HOU,AL,3,8,1,1,0,0,1,1,0,0.0,0,4,0,0.0,1.0,0.0,1.0
14187,2018,ALCS,marisja01,HOU,AL,2,2,0,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0
14188,2018,ALDS2,marisja01,HOU,AL,3,1,0,0,0,0,0,0,0,0.0,0,1,0,0.0,0.0,0.0,0.0
14191,2018,ALCS,martijd02,BOS,AL,5,18,3,5,1,0,1,3,0,0.0,4,4,0,0.0,0.0,0.0,1.0
14192,2018,ALDS1,martijd02,BOS,AL,4,14,1,5,0,0,1,6,0,0.0,3,0,0,0.0,0.0,2.0,0.0
14193,2018,WS,martijd02,BOS,AL,5,18,2,5,1,0,1,5,0,1.0,3,7,2,0.0,0.0,0.0,0.0
14195,2018,ALCS,mccanbr01,HOU,AL,3,5,0,0,0,0,0,0,0,0.0,0,1,0,0.0,0.0,0.0,0.0
14196,2018,ALDS2,mccanbr01,HOU,AL,1,3,0,0,0,0,0,0,0,0.0,0,2,0,0.0,0.0,0.0,0.0
14197,2018,ALCS,mcculla02,HOU,AL,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14198,2018,ALDS2,mcculla02,HOU,AL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14199,2018,ALDS1,mccutan01,NYA,AL,4,15,1,2,0,0,0,1,0,0.0,0,3,0,0.0,0.0,0.0,1.0
14200,2018,ALWC,mccutan01,NYA,AL,1,3,1,0,0,0,0,0,0,0.0,1,0,0,0.0,0.0,0.0,0.0
14201,2018,ALCS,mchugco01,HOU,AL,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14202,2018,ALDS2,mchugco01,HOU,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14209,2018,ALCS,morelmi01,BOS,AL,5,6,1,3,1,0,0,2,0,0.0,1,1,0,1.0,0.0,0.0,0.0
14210,2018,ALDS1,morelmi01,BOS,AL,2,3,1,1,0,0,0,0,0,0.0,0,1,0,0.0,0.0,0.0,0.0
14211,2018,WS,morelmi01,BOS,AL,4,8,1,1,0,0,1,3,0,0.0,0,4,0,0.0,0.0,0.0,0.0
14212,2018,ALCS,mortoch02,HOU,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14215,2018,NLCS,muncyma01,LAN,NL,7,22,3,4,0,0,0,1,0,0.0,4,13,0,0.0,0.0,0.0,0.0
14216,2018,NLDS2,muncyma01,LAN,NL,4,11,4,2,0,0,2,4,1,0.0,6,5,0,0.0,0.0,0.0,0.0
14217,2018,WS,muncyma01,LAN,NL,5,17,3,4,1,0,1,1,0,0.0,2,5,0,0.0,0.0,0.0,0.0
14221,2018,ALCS,nunezed02,BOS,AL,2,5,0,1,0,0,0,0,0,0.0,1,0,0,0.0,0.0,0.0,0.0
14222,2018,ALDS1,nunezed02,BOS,AL,3,11,0,2,1,0,0,1,0,0.0,1,2,0,0.0,0.0,0.0,0.0
14223,2018,WS,nunezed02,BOS,AL,3,10,1,3,0,0,1,3,0,0.0,0,3,0,0.0,0.0,0.0,0.0
14229,2018,ALCS,osunaro01,HOU,AL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14230,2018,ALDS2,osunaro01,HOU,AL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14236,2018,ALCS,pearcst01,BOS,AL,4,14,4,3,1,0,1,1,0,0.0,3,4,0,0.0,0.0,0.0,0.0
14237,2018,ALDS1,pearcst01,BOS,AL,4,12,3,4,0,0,0,2,0,0.0,2,4,0,0.0,0.0,0.0,0.0
14238,2018,WS,pearcst01,BOS,AL,5,12,5,4,1,0,3,8,0,0.0,4,0,0,0.0,0.0,0.0,0.0
14239,2018,NLCS,pederjo01,LAN,NL,7,13,2,3,0,0,0,0,0,0.0,1,4,0,1.0,0.0,0.0,0.0
14240,2018,NLDS2,pederjo01,LAN,NL,4,14,3,4,1,0,1,1,0,0.0,0,4,0,1.0,0.0,0.0,0.0
14241,2018,WS,pederjo01,LAN,NL,5,12,1,1,0,0,1,1,0,0.0,0,5,0,0.0,0.0,0.0,0.0
14248,2018,ALCS,porceri01,BOS,AL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14249,2018,ALDS1,porceri01,BOS,AL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14250,2018,WS,porceri01,BOS,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1.0,0.0,0.0
14251,2018,ALCS,pressry01,HOU,AL,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14252,2018,ALDS2,pressry01,HOU,AL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14253,2018,ALCS,priceda01,BOS,AL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14254,2018,ALDS1,priceda01,BOS,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14255,2018,WS,priceda01,BOS,AL,3,3,0,0,0,0,0,0,0,0.0,0,1,0,0.0,0.0,0.0,0.0
14256,2018,NLCS,puigya01,LAN,NL,7,21,1,7,3,0,1,4,0,0.0,1,6,0,0.0,0.0,0.0,2.0
14257,2018,NLDS2,puigya01,LAN,NL,4,9,2,3,0,0,0,0,2,1.0,4,3,1,0.0,0.0,0.0,0.0
14258,2018,WS,puigya01,LAN,NL,5,20,1,5,0,0,1,4,0,0.0,1,1,0,0.0,0.0,0.0,0.0
14260,2018,ALCS,reddijo01,HOU,AL,5,16,2,3,1,0,1,2,0,0.0,2,4,0,0.0,0.0,0.0,0.0
14261,2018,ALDS2,reddijo01,HOU,AL,3,10,0,4,0,0,0,2,0,0.0,0,1,0,0.0,0.0,0.0,1.0
14263,2018,ALDS1,roberda08,NYA,AL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14264,2018,ALWC,roberda08,NYA,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14266,2018,ALCS,rodried05,BOS,AL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14267,2018,ALDS1,rodried05,BOS,AL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14268,2018,WS,rodried05,BOS,AL,3,1,0,0,0,0,0,0,0,0.0,0,1,0,1.0,0.0,0.0,0.0
14269,2018,ALDS1,rominau01,NYA,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
14270,2018,ALCS,rondohe01,HOU,AL,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
