,playerID,yearID,round,teamID,lgID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP
5361,liriafr01,2017,ALCS,HOU,AL,0,0,1,0,0,0,0,3,0,0,0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1,0,0.0,0.0,0.0
5362,liriafr01,2017,ALDS2,HOU,AL,0,1,2,0,0,0,0,2,2,1,1,0,0,0.5,13.5,0.0,0.0,0.0,0.0,4.0,0,1,0.0,0.0,0.0
5363,liriafr01,2017,WS,HOU,AL,0,0,2,0,0,0,0,2,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,0,0.0,0.0,0.0
5364,maddoau01,2017,ALDS2,BOS,AL,0,0,2,0,0,0,0,6,3,1,1,2,2,0.375,4.5,0.0,0.0,0.0,0.0,10.0,0,1,0.0,0.0,0.0
5366,maedake01,2017,NLCS,LAN,NL,1,0,3,0,0,0,0,9,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0,0,0.0,0.0,0.0
5367,maedake01,2017,NLDS1,LAN,NL,1,0,2,0,0,0,0,6,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0,0,0.0,0.0,0.0
5368,maedake01,2017,WS,LAN,NL,0,0,4,0,0,0,0,17,5,1,1,2,3,0.227,1.59,0.0,0.0,0.0,0.0,24.0,0,1,0.0,0.0,0.0
5369,mccarbr01,2017,WS,LAN,NL,0,1,1,0,0,0,0,3,2,2,1,0,0,0.4,18.0,0.0,0.0,0.0,0.0,5.0,1,2,0.0,0.0,0.0
5370,mcculla02,2017,ALCS,HOU,AL,0,0,2,1,0,0,1,30,3,1,1,3,9,0.097,0.9,0.0,0.0,0.0,0.0,34.0,1,1,0.0,0.0,1.0
5371,mcculla02,2017,ALDS2,HOU,AL,0,0,1,0,0,0,0,9,3,2,0,2,4,0.273,6.0,0.0,0.0,0.0,0.0,13.0,0,2,0.0,0.0,1.0
5372,mcculla02,2017,WS,HOU,AL,1,0,2,2,0,0,0,23,7,3,0,4,6,0.259,3.52,0.0,0.0,4.0,0.0,35.0,0,3,0.0,0.0,1.0
5374,mchugco01,2017,ALCS,HOU,AL,0,0,1,0,0,0,0,12,0,0,0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1,0,0.0,0.0,0.0
5375,mchugco01,2017,WS,HOU,AL,0,0,1,0,0,0,0,6,1,3,1,3,4,0.143,13.5,0.0,0.0,0.0,0.0,10.0,0,3,0.0,0.0,0.0
5379,morrobr01,2017,NLCS,LAN,NL,0,0,4,0,0,0,0,14,1,0,0,1,7,0.067,0.0,0.0,0.0,0.0,0.0,16.0,0,0,0.0,0.0,0.0
5380,morrobr01,2017,NLDS1,LAN,NL,0,0,3,0,0,0,0,11,2,1,1,0,1,0.167,2.45,0.0,0.0,0.0,0.0,12.0,0,1,0.0,0.0,1.0
5381,morrobr01,2017,WS,LAN,NL,0,0,7,0,0,0,0,16,8,5,2,1,4,0.333,8.44,0.0,1.0,0.0,0.0,25.0,0,5,0.0,0.0,1.0
5382,mortoch02,2017,ALCS,HOU,AL,1,1,2,2,0,0,0,26,8,7,1,3,8,0.242,7.27,0.0,1.0,1.0,0.0,37.0,0,7,0.0,0.0,0.0
5383,mortoch02,2017,ALDS2,HOU,AL,0,0,1,1,0,0,0,13,7,2,1,2,6,0.389,4.15,0.0,0.0,0.0,0.0,20.0,0,2,0.0,0.0,0.0
5384,mortoch02,2017,WS,HOU,AL,1,0,2,1,0,0,0,31,5,2,0,1,11,0.143,1.74,0.0,0.0,1.0,0.0,37.0,1,2,0.0,0.0,0.0
5385,musgrjo01,2017,ALCS,HOU,AL,0,0,1,0,0,0,0,2,2,2,0,0,0,0.5,27.0,0.0,0.0,0.0,0.0,4.0,0,2,0.0,0.0,0.0
5386,musgrjo01,2017,ALDS2,HOU,AL,0,0,2,0,0,0,0,6,1,1,1,0,1,0.143,4.5,0.0,0.0,0.0,0.0,7.0,1,1,0.0,0.0,0.0
5387,musgrjo01,2017,WS,HOU,AL,1,0,4,0,0,0,0,12,3,3,2,1,2,0.214,6.75,1.0,0.0,0.0,0.0,16.0,2,3,0.0,1.0,0.0
5391,peacobr01,2017,ALCS,HOU,AL,0,0,2,0,0,0,0,7,3,2,2,0,4,0.3,7.71,0.0,0.0,0.0,0.0,10.0,0,2,0.0,0.0,0.0
5392,peacobr01,2017,ALDS2,HOU,AL,0,0,1,1,0,0,0,8,6,3,0,1,4,0.429,10.12,0.0,0.0,0.0,0.0,15.0,0,3,0.0,0.0,0.0
5393,peacobr01,2017,WS,HOU,AL,0,0,4,0,0,0,1,22,4,2,0,3,8,0.154,2.45,0.0,1.0,1.0,0.0,30.0,1,2,0.0,0.0,0.0
5395,pomerdr01,2017,ALDS2,BOS,AL,0,1,1,1,0,0,0,6,5,4,2,1,1,0.455,18.0,0.0,0.0,0.0,0.0,12.0,0,4,0.0,0.0,0.0
5396,porceri01,2017,ALDS2,BOS,AL,0,0,2,1,0,0,0,12,5,2,0,3,4,0.312,4.5,0.0,1.0,1.0,0.0,20.0,1,2,0.0,0.0,1.0
5397,priceda01,2017,ALDS2,BOS,AL,0,0,2,0,0,0,0,20,5,0,0,2,6,0.2,0.0,1.0,0.0,0.0,0.0,27.0,0,0,0.0,0.0,0.0
5402,reedad01,2017,ALDS2,BOS,AL,0,0,3,0,0,0,0,7,3,2,0,1,0,0.3,7.71,1.0,0.0,0.0,0.0,11.0,1,2,0.0,0.0,0.0
5403,roberda08,2017,ALCS,NYA,AL,0,0,4,0,0,0,0,15,7,5,1,1,6,0.333,9.0,0.0,0.0,0.0,0.0,22.0,1,5,0.0,0.0,0.0
5404,roberda08,2017,ALDS1,NYA,AL,1,0,3,0,0,0,0,14,1,1,1,2,5,0.071,1.93,0.0,0.0,0.0,0.0,16.0,0,1,0.0,0.0,1.0
5405,roberda08,2017,ALWC,NYA,AL,1,0,1,0,0,0,0,10,3,0,0,1,5,0.25,0.0,0.0,1.0,0.0,0.0,13.0,0,0,0.0,0.0,1.0
5407,rodried05,2017,ALDS2,BOS,AL,0,0,1,0,0,0,0,0,1,2,0,0,0,1.0,inf,0.0,0.0,1.0,0.0,2.0,0,2,0.0,0.0,0.0
5411,sabatcc01,2017,ALCS,NYA,AL,1,1,2,2,0,0,0,28,8,1,1,7,5,0.216,0.96,0.0,0.0,0.0,0.0,44.0,0,1,0.0,0.0,0.0
5412,sabatcc01,2017,ALDS1,NYA,AL,0,0,2,2,0,0,0,29,8,4,0,3,14,0.216,3.72,1.0,0.0,1.0,0.0,42.0,0,6,1.0,0.0,0.0
5414,salech01,2017,ALDS2,BOS,AL,0,2,2,1,0,0,0,29,13,9,4,1,12,0.31,8.38,0.0,0.0,0.0,0.0,43.0,0,9,0.0,0.0,1.0
5417,severlu01,2017,ALCS,NYA,AL,0,1,2,2,0,0,0,26,5,4,1,6,3,0.167,4.15,0.0,0.0,0.0,0.0,36.0,0,4,0.0,0.0,1.0
5418,severlu01,2017,ALDS1,NYA,AL,1,0,1,1,0,0,0,21,4,3,2,1,9,0.16,3.86,0.0,0.0,0.0,0.0,26.0,0,3,0.0,0.0,0.0
5419,severlu01,2017,ALWC,NYA,AL,0,0,1,1,0,0,0,1,4,3,2,1,0,0.8,81.0,0.0,0.0,0.0,0.0,6.0,0,3,0.0,0.0,0.0
5422,smithca02,2017,ALDS2,BOS,AL,0,0,2,0,0,0,0,4,2,0,0,2,1,0.4,0.0,0.0,0.0,0.0,0.0,7.0,1,0,0.0,0.0,1.0
5426,stripro01,2017,NLCS,LAN,NL,0,0,2,0,0,0,0,3,2,0,0,0,1,0.4,0.0,0.0,0.0,0.0,0.0,5.0,0,0,0.0,0.0,0.0
5427,stripro01,2017,WS,LAN,NL,0,0,3,0,0,0,0,6,2,0,0,1,1,0.286,0.0,0.0,0.0,0.0,0.0,8.0,1,0,0.0,0.0,1.0
5430,tanakma01,2017,ALCS,NYA,AL,1,1,2,2,0,0,0,39,7,2,0,2,11,0.149,1.38,0.0,2.0,0.0,0.0,49.0,0,2,0.0,0.0,0.0
5431,tanakma01,2017,ALDS1,NYA,AL,1,0,1,1,0,0,0,21,3,0,0,1,7,0.136,0.0,0.0,0.0,0.0,0.0,23.0,0,0,0.0,0.0,2.0
5433,verlaju01,2017,ALCS,HOU,AL,2,0,2,2,1,0,0,48,10,1,0,2,21,0.179,0.56,0.0,0.0,1.0,0.0,59.0,0,1,0.0,0.0,1.0
5434,verlaju01,2017,ALDS2,HOU,AL,2,0,2,1,0,0,0,26,7,3,1,4,3,0.241,3.12,0.0,0.0,0.0,0.0,34.0,0,3,0.0,1.0,2.0
5435,verlaju01,2017,WS,HOU,AL,0,1,2,2,0,0,0,36,5,5,2,2,14,0.128,3.75,0.0,0.0,1.0,0.0,43.0,0,5,0.0,1.0,1.0
5437,warread01,2017,ALCS,NYA,AL,0,0,2,0,0,0,0,10,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0,0,0.0,0.0,0.0
5438,warread01,2017,ALDS1,NYA,AL,0,0,1,0,0,0,0,3,2,1,0,0,1,0.4,9.0,0.0,1.0,0.0,0.0,5.0,0,1,0.0,0.0,0.0
5439,watsoto01,2017,NLCS,LAN,NL,0,0,4,0,0,0,0,7,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0,0,0.0,0.0,0.0
5440,watsoto01,2017,NLDS1,LAN,NL,0,0,2,0,0,0,0,3,3,2,0,0,0,0.5,18.0,0.0,0.0,0.0,0.0,6.0,0,2,0.0,0.0,0.0
5441,watsoto01,2017,WS,LAN,NL,2,0,5,0,0,0,0,11,2,0,0,1,1,0.167,0.0,0.0,0.0,1.0,0.0,14.0,0,1,0.0,0.0,1.0
5443,woodal02,2017,NLCS,LAN,NL,0,1,1,1,0,0,0,14,4,3,3,0,7,0.222,5.79,0.0,0.0,0.0,0.0,18.0,0,3,0.0,0.0,0.0
5444,woodal02,2017,WS,LAN,NL,0,0,2,1,0,0,0,23,1,1,1,2,6,0.043,1.17,0.0,0.0,0.0,0.0,25.0,1,1,0.0,0.0,1.0
5445,alexasc01,2018,NLDS2,LAN,NL,0,0,1,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1,0,0.0,0.0,0.0
5446,alexasc01,2018,WS,LAN,NL,0,0,3,0,0,0,0,4,1,2,0,2,2,0.2,13.5,0.0,1.0,0.0,0.0,7.0,0,2,0.0,0.0,0.0
5449,baezpe01,2018,NLCS,LAN,NL,1,0,4,0,0,0,0,13,2,0,0,1,7,0.133,0.0,0.0,0.0,0.0,0.0,16.0,0,0,0.0,0.0,0.0
5450,baezpe01,2018,NLDS2,LAN,NL,0,0,2,0,0,0,0,7,0,0,0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0,0,0.0,0.0,0.0
5451,baezpe01,2018,WS,LAN,NL,0,0,4,0,0,0,0,14,2,2,1,3,4,0.133,3.86,1.0,0.0,0.0,0.0,18.0,1,2,0.0,0.0,0.0
5452,barnema01,2018,ALCS,BOS,AL,1,0,5,0,0,0,0,13,1,1,1,4,4,0.071,2.08,0.0,0.0,0.0,0.0,18.0,0,1,0.0,0.0,0.0
5453,barnema01,2018,ALDS1,BOS,AL,0,0,2,0,0,0,0,6,0,0,0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0,0,0.0,0.0,0.0
5454,barnema01,2018,WS,BOS,AL,1,0,3,0,0,0,0,7,2,0,0,1,4,0.222,0.0,0.0,1.0,0.0,0.0,10.0,0,0,0.0,0.0,0.0
5456,betande01,2018,ALDS1,NYA,AL,0,0,2,0,0,0,0,10,3,1,0,1,4,0.214,2.7,1.0,1.0,0.0,0.0,15.0,0,1,0.0,0.0,0.0
5457,betande01,2018,ALWC,NYA,AL,1,0,1,0,0,0,0,6,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0,0,0.0,0.0,0.0
5459,brasiry01,2018,ALCS,BOS,AL,0,0,4,0,0,0,0,14,3,0,0,2,2,0.188,0.0,0.0,0.0,1.0,0.0,19.0,0,0,0.0,0.0,1.0
5460,brasiry01,2018,ALDS1,BOS,AL,0,0,3,0,0,0,0,7,1,0,0,2,4,0.111,0.0,0.0,1.0,0.0,0.0,11.0,0,0,0.0,0.0,0.0
5461,brasiry01,2018,WS,BOS,AL,0,0,2,0,0,0,0,5,3,1,0,1,1,0.429,5.4,0.0,0.0,0.0,0.0,9.0,0,1,0.0,1.0,0.0
5462,brittza01,2018,ALDS1,NYA,AL,0,0,3,0,0,0,0,12,3,1,1,1,4,0.2,2.25,0.0,0.0,0.0,0.0,16.0,0,1,0.0,0.0,0.0
5463,brittza01,2018,ALWC,NYA,AL,0,0,1,0,0,0,0,3,2,2,1,1,0,0.4,18.0,0.0,0.0,0.0,0.0,6.0,0,2,0.0,0.0,0.0
5464,buehlwa01,2018,NLCS,LAN,NL,0,1,2,2,0,0,0,35,12,5,2,1,15,0.261,3.86,0.0,1.0,0.0,0.0,47.0,0,5,0.0,0.0,1.0
5465,buehlwa01,2018,NLDS2,LAN,NL,0,0,1,1,0,0,0,15,2,5,1,3,7,0.118,9.0,1.0,0.0,0.0,0.0,20.0,0,5,0.0,0.0,0.0
5466,buehlwa01,2018,WS,LAN,NL,0,0,1,1,0,0,0,21,2,0,0,0,7,0.095,0.0,0.0,0.0,0.0,0.0,22.0,0,0,1.0,0.0,0.0
5473,chapmar01,2018,ALDS1,NYA,AL,0,0,2,0,0,0,0,6,0,0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2,0,0.0,0.0,1.0
5474,chapmar01,2018,ALWC,NYA,AL,0,0,1,0,0,0,0,3,1,0,0,0,2,0.25,0.0,0.0,0.0,0.0,0.0,4.0,1,0,0.0,0.0,0.0
5479,colege01,2018,ALCS,HOU,AL,0,1,1,1,0,0,0,18,6,4,0,2,5,0.24,6.0,0.0,0.0,0.0,0.0,27.0,0,5,0.0,0.0,0.0
5480,colege01,2018,ALDS2,HOU,AL,1,0,1,1,0,0,0,21,3,1,1,0,12,0.125,1.29,0.0,0.0,0.0,0.0,24.0,0,1,0.0,0.0,0.0
5485,eovalna01,2018,ALCS,BOS,AL,1,0,2,1,0,0,0,22,7,2,0,2,5,0.241,2.45,0.0,0.0,0.0,0.0,31.0,0,2,0.0,0.0,0.0
5486,eovalna01,2018,ALDS1,BOS,AL,1,0,1,1,0,0,0,21,5,1,0,0,5,0.2,1.29,0.0,0.0,0.0,0.0,26.0,0,1,1.0,0.0,0.0
5487,eovalna01,2018,WS,BOS,AL,0,1,3,0,0,0,0,24,3,1,1,1,6,0.111,1.12,0.0,0.0,0.0,0.0,28.0,1,2,0.0,0.0,0.0
5489,ferguca01,2018,NLCS,LAN,NL,0,0,4,0,0,0,0,4,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0,0.0,0.0,0.0
5490,ferguca01,2018,NLDS2,LAN,NL,0,0,2,0,0,0,0,5,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0,0.0,0.0,0.0
5491,florody01,2018,NLCS,LAN,NL,0,0,5,0,0,0,0,13,3,0,0,2,5,0.214,0.0,0.0,0.0,0.0,0.0,16.0,1,0,0.0,0.0,1.0
5492,florody01,2018,NLDS2,LAN,NL,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0.0,0.0,0.0
5493,florody01,2018,WS,LAN,NL,0,1,2,0,0,0,0,7,3,3,0,2,3,0.3,11.57,2.0,0.0,0.0,0.0,12.0,0,3,0.0,0.0,0.0
5499,greench03,2018,ALDS1,NYA,AL,0,0,2,0,0,0,0,11,4,1,0,3,0,0.308,2.45,1.0,0.0,0.0,0.0,18.0,0,1,1.0,1.0,0.0
5505,happja01,2018,ALDS1,NYA,AL,0,1,1,1,0,0,0,6,4,5,1,1,2,0.4,22.5,0.0,0.0,0.0,0.0,11.0,0,5,0.0,0.0,0.0
5506,harriwi02,2018,ALDS2,HOU,AL,0,0,1,0,0,0,0,3,1,1,0,1,0,0.333,9.0,0.0,1.0,0.0,0.0,4.0,1,1,0.0,0.0,1.0
5507,hembrhe01,2018,ALCS,BOS,AL,0,0,1,0,0,0,0,2,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,0,0.0,0.0,0.0
5508,hembrhe01,2018,ALDS1,BOS,AL,0,0,2,0,0,0,0,9,0,0,0,3,2,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1,0,0.0,0.0,2.0
5509,hembrhe01,2018,WS,BOS,AL,0,0,1,0,0,0,0,3,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,0.0,0.0,0.0
5512,hillri01,2018,NLCS,LAN,NL,0,0,2,1,0,0,0,18,4,1,0,4,7,0.19,1.5,0.0,0.0,0.0,0.0,25.0,1,1,0.0,0.0,1.0
5513,hillri01,2018,NLDS2,LAN,NL,0,0,1,1,0,0,0,13,4,2,0,5,3,0.235,4.15,0.0,0.0,0.0,0.0,23.0,0,2,1.0,0.0,0.0
5514,hillri01,2018,WS,LAN,NL,0,0,1,1,0,0,0,19,1,1,0,3,7,0.05,1.42,0.0,0.0,1.0,0.0,24.0,0,1,0.0,0.0,0.0
5515,holdejo02,2018,ALDS1,NYA,AL,0,0,1,0,0,0,0,6,2,1,0,1,1,0.25,4.5,0.0,0.0,0.0,0.0,9.0,0,1,0.0,0.0,0.0
5516,jamesjo02,2018,ALCS,HOU,AL,0,1,2,0,0,0,0,14,6,4,1,2,7,0.316,7.71,0.0,0.0,0.0,0.0,21.0,0,4,0.0,0.0,0.0
5517,janseke01,2018,NLCS,LAN,NL,0,0,4,0,0,0,2,14,1,0,0,2,7,0.067,0.0,0.0,0.0,0.0,0.0,17.0,2,0,0.0,0.0,0.0
5518,janseke01,2018,NLDS2,LAN,NL,0,0,2,0,0,0,1,6,1,0,0,0,3,0.143,0.0,0.0,0.0,0.0,0.0,7.0,2,0,0.0,0.0,0.0
5519,janseke01,2018,WS,LAN,NL,0,0,3,0,0,0,0,12,2,2,2,1,3,0.154,4.5,0.0,0.0,0.0,0.0,14.0,1,2,0.0,0.0,1.0
5524,kellyjo05,2018,ALCS,BOS,AL,1,1,3,0,0,0,0,9,3,1,0,0,2,0.231,3.0,0.0,2.0,1.0,0.0,14.0,0,2,0.0,0.0,0.0
5525,kellyjo05,2018,ALDS1,BOS,AL,0,0,1,0,0,0,0,7,1,0,0,0,1,0.125,0.0,0.0,0.0,0.0,0.0,8.0,0,0,0.0,0.0,0.0
5526,kellyjo05,2018,WS,BOS,AL,1,0,5,0,0,0,0,18,4,0,0,0,10,0.182,0.0,0.0,0.0,0.0,0.0,22.0,0,0,0.0,0.0,0.0
5527,kershcl01,2018,NLCS,LAN,NL,1,1,3,2,0,0,0,33,9,5,1,4,13,0.225,4.09,0.0,0.0,0.0,0.0,46.0,1,6,0.0,1.0,0.0
5528,kershcl01,2018,NLDS2,LAN,NL,1,0,1,1,0,0,0,24,2,0,0,0,3,0.08,0.0,0.0,0.0,1.0,0.0,26.0,0,0,0.0,0.0,1.0
5529,kershcl01,2018,WS,LAN,NL,0,2,2,2,0,0,0,33,14,9,3,3,10,0.318,7.36,1.0,0.0,0.0,0.0,47.0,0,9,0.0,0.0,2.0
5530,keuchda01,2018,ALCS,HOU,AL,0,0,1,1,0,0,0,15,4,2,0,2,0,0.211,3.6,0.0,0.0,0.0,0.0,21.0,0,2,0.0,0.0,0.0
5531,keuchda01,2018,ALDS2,HOU,AL,0,0,1,1,0,0,0,15,4,2,1,1,2,0.235,3.6,0.0,0.0,0.0,0.0,20.0,0,2,1.0,1.0,0.0
5532,kimbrcr01,2018,ALCS,BOS,AL,0,0,3,0,0,0,3,12,4,2,0,4,4,0.267,4.5,0.0,1.0,1.0,0.0,20.0,3,2,0.0,0.0,0.0
5533,kimbrcr01,2018,ALDS1,BOS,AL,0,0,2,0,0,0,2,7,2,3,1,2,4,0.25,11.57,0.0,0.0,1.0,0.0,12.0,2,3,0.0,1.0,0.0
5534,kimbrcr01,2018,WS,BOS,AL,0,0,4,0,0,0,1,13,3,2,1,2,2,0.188,4.15,0.0,0.0,0.0,0.0,18.0,3,2,0.0,0.0,0.0
5539,lynnla01,2018,ALDS1,NYA,AL,0,0,2,0,0,0,0,7,3,3,0,2,2,0.3,11.57,0.0,0.0,0.0,0.0,12.0,0,3,0.0,0.0,0.0
5540,madsory01,2018,NLCS,LAN,NL,1,0,5,0,0,0,0,15,5,1,0,1,5,0.25,1.8,1.0,0.0,0.0,0.0,21.0,0,1,0.0,0.0,0.0
5541,madsory01,2018,NLDS2,LAN,NL,1,0,2,0,0,0,0,4,1,0,0,0,1,0.2,0.0,0.0,0.0,0.0,0.0,5.0,0,0,0.0,0.0,0.0
5542,madsory01,2018,WS,LAN,NL,0,0,4,0,0,0,0,7,3,1,1,2,2,0.3,3.86,0.0,1.0,0.0,0.0,12.0,0,1,0.0,0.0,0.0
5543,maedake01,2018,NLCS,LAN,NL,0,0,4,0,0,0,0,8,3,2,0,1,3,0.273,6.75,1.0,1.0,0.0,0.0,12.0,1,2,0.0,0.0,1.0
5544,maedake01,2018,NLDS2,LAN,NL,0,0,1,0,0,0,0,3,2,0,0,0,1,0.4,0.0,0.0,0.0,0.0,0.0,5.0,0,0,0.0,0.0,0.0
